#      Train        Test 
    0.873935     0.888889 
    0.865417     0.909722 
     0.88075     0.902778 
    0.872232     0.902778 
    0.868825     0.895833 
    0.863714     0.895833 
    0.884157     0.888889 
    0.851789     0.888889 
    0.860307     0.909722 
    0.867121     0.923611 
    0.841567        0.875 
    0.843271     0.888889 
    0.855196     0.902778 
    0.848382     0.909722 
    0.851789     0.909722 
    0.879046     0.909722 
    0.865417     0.902778 
    0.872232     0.909722 
    0.865417     0.888889 
     0.88075     0.916667 
    0.856899     0.895833 
    0.873935     0.909722 
    0.868825     0.916667 
    0.865417        0.875 
    0.856899     0.888889 
    0.851789     0.902778 
    0.873935     0.881944 
    0.870528     0.909722 
    0.870528     0.888889 
    0.877342     0.902778 
    0.873935     0.902778 
    0.858603     0.909722 
    0.848382     0.916667 
    0.856899     0.902778 
     0.88075     0.881944 
    0.865417     0.909722 
    0.851789     0.902778 
    0.856899     0.909722 
    0.846678     0.902778 
    0.856899     0.895833 
    0.867121     0.916667 
    0.863714     0.909722 
    0.863714     0.923611 
    0.863714     0.909722 
    0.867121     0.909722 
    0.867121     0.916667 
    0.868825     0.909722 
    0.856899     0.909722 
    0.846678     0.916667 
    0.865417     0.909722 
    0.858603     0.916667 
     0.88586     0.902778 
    0.851789     0.895833 
    0.868825     0.902778 
    0.850085     0.909722 
    0.860307     0.902778 
    0.865417     0.888889 
    0.856899     0.895833 
    0.848382     0.881944 
    0.867121     0.888889 
    0.872232     0.888889 
    0.867121     0.895833 
     0.88586     0.895833 
    0.872232     0.902778 
    0.851789     0.888889 
    0.868825     0.902778 
    0.858603     0.895833 
    0.856899     0.902778 
    0.855196     0.881944 
    0.851789     0.909722 
    0.873935     0.902778 
    0.873935     0.923611 
    0.877342     0.916667 
    0.875639     0.916667 
    0.860307     0.909722 
    0.851789     0.902778 
    0.858603     0.909722 
    0.860307     0.916667 
     0.88586     0.902778 
    0.863714     0.888889 
    0.879046     0.930556 
    0.855196     0.895833 
    0.851789     0.881944 
    0.884157     0.909722 
    0.884157     0.923611 
    0.865417     0.895833 
     0.86201     0.909722 
    0.860307     0.909722 
    0.882453     0.923611 
    0.863714     0.916667 
    0.856899     0.909722 
    0.863714     0.909722 
     0.86201     0.923611 
    0.858603     0.916667 
    0.858603     0.916667 
    0.856899     0.916667 
     0.86201     0.916667 
    0.877342     0.916667 
    0.853492     0.916667 
     0.86201     0.895833 
    0.868825     0.902778 
    0.879046     0.909722 
    0.836457     0.916667 
     0.86201     0.902778 
     0.86201     0.902778 
    0.834753     0.902778 
    0.851789     0.916667 
     0.88075     0.923611 
    0.860307     0.916667 
    0.856899     0.916667 
    0.853492     0.895833 
    0.853492     0.895833 
    0.867121        0.875 
    0.858603     0.895833 
    0.843271     0.895833 
     0.88586     0.909722 
     0.86201     0.902778 
    0.870528     0.909722 
    0.872232     0.909722 
    0.870528     0.902778 
    0.855196     0.916667 
    0.858603     0.881944 
    0.860307     0.909722 
    0.855196     0.923611 
    0.865417     0.902778 
     0.86201     0.888889 
    0.868825     0.916667 
    0.873935     0.854167 
    0.831346     0.888889 
    0.868825     0.902778 
    0.882453     0.895833 
    0.858603     0.881944 
    0.865417     0.902778 
     0.86201     0.895833 
    0.858603     0.902778 
    0.877342     0.895833 
    0.846678     0.902778 
    0.873935     0.881944 
    0.867121     0.930556 
    0.867121     0.909722 
    0.853492     0.881944 
     0.86201     0.902778 
    0.865417     0.902778 
    0.870528     0.902778 
    0.846678     0.888889 
    0.858603     0.902778 
    0.855196     0.881944 
     0.88075     0.840278 
    0.851789     0.902778 
    0.851789     0.888889 
    0.848382     0.902778 
    0.867121     0.902778 
     0.88586     0.888889 
    0.839864     0.895833 
    0.875639     0.888889 
    0.853492     0.888889 
    0.853492     0.881944 
    0.867121     0.895833 
    0.868825     0.902778 
    0.870528     0.902778 
    0.872232     0.909722 
     0.86201     0.881944 
    0.841567     0.923611 
    0.867121     0.909722 
    0.877342     0.888889 
    0.873935     0.909722 
    0.868825     0.909722 
    0.867121     0.923611 
    0.856899     0.902778 
    0.875639     0.888889 
    0.848382     0.895833 
    0.856899     0.916667 
    0.867121     0.902778 
    0.890971     0.895833 
    0.858603     0.916667 
    0.872232     0.895833 
    0.853492     0.902778 
    0.831346     0.909722 
    0.867121     0.902778 
    0.863714     0.909722 
    0.879046     0.909722 
    0.865417     0.909722 
    0.863714     0.902778 
     0.86201     0.923611 
    0.867121       0.9375 
    0.867121     0.923611 
    0.865417     0.916667 
     0.88075     0.909722 
    0.872232     0.909722 
    0.826235     0.916667 
    0.851789     0.895833 
    0.879046     0.909722 
    0.872232     0.902778 
    0.851789     0.909722 
    0.875639     0.909722 
    0.843271     0.909722 
    0.873935     0.895833 
    0.870528     0.895833 
    0.868825     0.895833 
    0.872232     0.909722 
    0.887564     0.909722 
     0.86201     0.909722 
     0.86201     0.916667 
    0.870528     0.916667 
    0.848382     0.909722 
    0.855196     0.909722 
    0.875639     0.909722 
    0.875639     0.888889 
    0.853492     0.902778 
    0.884157     0.916667 
    0.890971     0.902778 
    0.873935     0.902778 
    0.856899     0.895833 
    0.850085     0.909722 
    0.850085     0.916667 
    0.877342     0.930556 
     0.83816     0.881944 
    0.846678     0.909722 
    0.863714     0.916667 
     0.86201     0.916667 
    0.843271     0.909722 
    0.873935     0.902778 
    0.865417     0.868056 
    0.882453        0.875 
    0.858603     0.916667 
    0.890971     0.909722 
    0.879046     0.923611 
    0.872232     0.923611 
    0.867121     0.895833 
    0.865417     0.895833 
    0.844974     0.902778 
    0.848382     0.909722 
    0.875639     0.895833 
    0.890971        0.875 
    0.858603     0.895833 
    0.855196     0.902778 
     0.86201     0.888889 
    0.863714     0.909722 
    0.875639     0.902778 
    0.879046     0.888889 
    0.868825     0.895833 
    0.863714     0.923611 
    0.877342     0.902778 
    0.858603     0.881944 
    0.879046     0.916667 
    0.875639     0.888889 
     0.86201     0.881944 
    0.863714     0.888889 
    0.875639     0.895833 
    0.873935     0.923611 
    0.870528     0.916667 
    0.884157     0.916667 
    0.884157     0.930556 
    0.856899     0.895833 
    0.870528     0.902778 
    0.848382     0.895833 
    0.860307     0.888889 
    0.882453     0.909722 
    0.868825     0.902778 
    0.879046     0.895833 
    0.867121     0.909722 
    0.890971     0.888889 
     0.88075     0.902778 
    0.863714     0.902778 
    0.875639     0.916667 
    0.865417     0.909722 
    0.850085     0.909722 
     0.88075     0.930556 
    0.865417     0.916667 
     0.86201     0.916667 
    0.860307     0.902778 
     0.86201     0.902778 
    0.892675     0.909722 
    0.836457     0.909722 
    0.867121     0.916667 
    0.873935     0.923611 
    0.860307     0.902778 
    0.872232     0.916667 
    0.867121     0.909722 
    0.870528     0.916667 
    0.868825     0.895833 
    0.834753     0.895833 
    0.875639     0.888889 
    0.851789     0.909722 
    0.865417     0.909722 
    0.879046     0.909722 
     0.88075     0.895833 
    0.870528     0.888889 
    0.839864     0.909722 
    0.856899     0.902778 
    0.851789     0.916667 
    0.851789     0.888889 
    0.865417     0.909722 
    0.867121     0.902778 
    0.863714     0.902778 
    0.860307     0.902778 
    0.877342     0.930556 
    0.870528     0.923611 
    0.882453     0.923611 
    0.855196     0.895833 
    0.856899     0.923611 
    0.873935     0.895833 
    0.865417     0.888889 
    0.841567     0.916667 
    0.856899     0.909722 
     0.86201     0.923611 
    0.843271     0.895833 
    0.892675     0.902778 
    0.884157     0.902778 
    0.865417     0.909722 
    0.873935     0.909722 
    0.870528     0.909722 
    0.879046     0.902778 
     0.86201     0.909722 
    0.867121     0.909722 
    0.873935     0.902778 
    0.877342     0.902778 
    0.890971     0.909722 
    0.882453     0.909722 
    0.853492     0.895833 
    0.884157     0.902778 
    0.867121     0.902778 
    0.853492     0.902778 
     0.88075     0.902778 
    0.870528     0.916667 
     0.86201     0.902778 
    0.872232     0.916667 
    0.870528     0.916667 
    0.853492     0.909722 
    0.870528     0.861111 
    0.851789     0.902778 
    0.860307     0.902778 
    0.882453     0.923611 
    0.865417     0.902778 
    0.853492     0.909722 
    0.853492     0.909722 
    0.884157     0.902778 
    0.875639       0.9375 
    0.851789     0.916667 
    0.865417     0.909722 
    0.882453     0.916667 
    0.870528     0.902778 
     0.86201     0.930556 
    0.868825     0.909722 
     0.86201     0.868056 
    0.872232     0.902778 
    0.875639     0.909722 
    0.851789     0.902778 
    0.879046     0.923611 
    0.892675     0.923611 
    0.868825     0.902778 
    0.868825     0.902778 
    0.858603     0.916667 
    0.868825     0.888889 
    0.870528     0.909722 
    0.873935     0.902778 
    0.860307     0.923611 
    0.846678     0.909722 
    0.867121     0.909722 
    0.887564     0.923611 
    0.865417     0.902778 
    0.889267     0.902778 
    0.872232     0.916667 
    0.867121     0.930556 
    0.868825     0.916667 
    0.848382       0.9375 
    0.853492     0.923611 
    0.856899       0.9375 
    0.860307     0.909722 
    0.884157     0.930556 
    0.877342     0.930556 
    0.855196     0.902778 
    0.860307     0.909722 
    0.873935     0.923611 
    0.889267     0.902778 
    0.872232     0.902778 
    0.868825     0.881944 
    0.867121     0.909722 
    0.877342     0.902778 
    0.884157     0.923611 
    0.879046     0.916667 
    0.875639     0.930556 
    0.870528     0.916667 
    0.882453     0.909722 
    0.879046     0.909722 
    0.863714     0.902778 
    0.882453     0.895833 
    0.887564     0.902778 
    0.860307     0.895833 
    0.873935     0.916667 
    0.860307     0.909722 
    0.848382     0.902778 
    0.872232     0.923611 
    0.879046     0.923611 
    0.863714     0.902778 
    0.856899     0.923611 
    0.889267     0.888889 
    0.870528     0.888889 
    0.873935     0.909722 
    0.879046     0.916667 
     0.88075     0.923611 
    0.882453     0.888889 
     0.88586     0.923611 
    0.867121     0.916667 
    0.865417     0.902778 
    0.844974     0.909722 
    0.875639     0.902778 
    0.870528     0.888889 
    0.868825     0.909722 
    0.855196     0.930556 
    0.892675     0.930556 
    0.865417     0.923611 
    0.858603     0.888889 
    0.879046     0.909722 
    0.882453     0.930556 
    0.873935     0.916667 
    0.889267     0.916667 
    0.872232     0.916667 
    0.863714     0.909722 
    0.867121     0.895833 
    0.879046     0.888889 
    0.858603     0.909722 
    0.877342     0.902778 
    0.875639     0.923611 
    0.848382     0.909722 
    0.877342     0.916667 
    0.856899     0.895833 
    0.867121     0.895833 
    0.868825     0.916667 
    0.873935     0.895833 
    0.860307     0.923611 
    0.884157     0.923611 
    0.860307     0.930556 
    0.870528     0.923611 
    0.873935     0.909722 
    0.867121     0.923611 
    0.870528     0.916667 
     0.88586     0.930556 
    0.858603     0.902778 
     0.88075     0.902778 
    0.872232     0.909722 
    0.860307     0.909722 
    0.892675     0.916667 
    0.868825     0.895833 
    0.865417     0.909722 
    0.873935     0.895833 
    0.856899     0.895833 
    0.853492     0.881944 
    0.868825        0.875 
    0.872232     0.881944 
    0.879046     0.868056 
    0.865417     0.881944 
    0.868825     0.895833 
    0.873935     0.888889 
    0.875639     0.895833 
    0.868825     0.916667 
    0.873935     0.909722 
    0.890971     0.916667 
     0.86201     0.930556 
    0.872232     0.881944 
    0.856899     0.902778 
     0.86201     0.895833 
    0.865417     0.895833 
    0.873935     0.902778 
     0.86201     0.902778 
    0.858603     0.895833 
    0.877342     0.888889 
    0.882453     0.881944 
    0.868825     0.888889 
    0.863714     0.888889 
    0.873935     0.888889 
    0.875639     0.902778 
    0.867121     0.923611 
    0.870528     0.923611 
    0.858603     0.916667 
    0.877342     0.902778 
    0.875639        0.875 
    0.879046     0.895833 
    0.858603     0.881944 
    0.873935     0.888889 
    0.889267     0.881944 
    0.868825     0.909722 
    0.855196     0.923611 
    0.863714     0.902778 
     0.86201     0.895833 
    0.867121     0.916667 
    0.867121     0.895833 
    0.863714     0.916667 
    0.879046     0.909722 
    0.875639     0.909722 
    0.873935     0.902778 
    0.868825     0.909722 
    0.879046     0.895833 
    0.858603     0.902778 
     0.88586     0.909722 
     0.88586     0.923611 
    0.879046     0.909722 
    0.844974     0.881944 
    0.863714     0.881944 
    0.867121     0.902778 
    0.856899     0.902778 
    0.873935     0.909722 
    0.868825     0.916667 
    0.865417     0.916667 
    0.879046     0.895833 
    0.858603     0.895833 
    0.870528     0.888889 
    0.853492     0.909722 
    0.856899     0.881944 
    0.879046     0.902778 
    0.875639     0.902778 
    0.853492     0.902778 
    0.875639     0.902778 
    0.867121     0.895833 
    0.873935     0.868056 
    0.868825     0.902778 
    0.872232     0.916667 
    0.853492     0.902778 
    0.850085     0.854167 
    0.868825     0.902778 
    0.868825     0.902778 
    0.858603     0.923611 
    0.865417     0.895833 
    0.882453     0.909722 
     0.88075     0.916667 
    0.889267     0.902778 
    0.884157     0.923611 
    0.868825     0.923611 
    0.855196     0.916667 
    0.860307     0.923611 
    0.872232     0.909722 
     0.88586     0.902778 
    0.879046     0.909722 
    0.868825     0.868056 
    0.875639     0.902778 
    0.872232     0.902778 
    0.875639     0.909722 
    0.889267     0.895833 
    0.867121     0.916667 
    0.860307     0.923611 
    0.872232     0.909722 
    0.865417     0.923611 
    0.858603     0.909722 
     0.86201     0.916667 
    0.875639     0.916667 
    0.887564     0.881944 
    0.882453     0.902778 
    0.894378     0.888889 
     0.88075     0.909722 
    0.877342     0.909722 
     0.86201     0.895833 
    0.896082     0.916667 
    0.853492     0.916667 
     0.88075     0.902778 
    0.850085     0.923611 
    0.873935     0.916667 
    0.860307     0.930556 
     0.88075     0.902778 
    0.867121     0.888889 
    0.870528     0.895833 
    0.879046       0.9375 
    0.853492     0.923611 
    0.848382     0.888889 
    0.884157     0.902778 
    0.877342     0.902778 
    0.873935     0.916667 
    0.873935     0.895833 
    0.860307     0.902778 
    0.865417     0.909722 
     0.88586     0.895833 
    0.860307     0.902778 
    0.892675     0.916667 
    0.873935     0.909722 
    0.890971     0.916667 
     0.86201     0.902778 
     0.88586     0.895833 
    0.868825     0.888889 
    0.851789     0.902778 
    0.879046     0.916667 
    0.856899       0.9375 
    0.882453     0.916667 
     0.88075     0.916667 
    0.890971     0.916667 
    0.890971     0.902778 
    0.863714     0.916667 
    0.899489     0.895833 
    0.882453     0.895833 
    0.867121     0.916667 
    0.860307     0.888889 
     0.88075     0.916667 
     0.88075     0.923611 
    0.850085     0.909722 
    0.865417     0.895833 
    0.887564     0.909722 
     0.88075     0.895833 
    0.868825     0.902778 
    0.896082     0.916667 
    0.882453     0.909722 
    0.867121     0.902778 
    0.877342     0.902778 
    0.877342     0.909722 
    0.860307     0.923611 
    0.872232     0.909722 
    0.882453     0.916667 
     0.88075     0.916667 
    0.872232     0.895833 
    0.894378     0.923611 
    0.863714     0.916667 
     0.88075     0.895833 
    0.879046     0.909722 
    0.896082     0.923611 
    0.877342     0.923611 
    0.868825     0.902778 
    0.901193     0.923611 
     0.86201     0.895833 
    0.873935     0.909722 
    0.877342     0.895833 
    0.870528     0.909722 
    0.867121     0.895833 
    0.894378     0.902778 
    0.872232     0.888889 
    0.860307     0.916667 
    0.863714     0.916667 
    0.867121     0.930556 
     0.86201     0.916667 
    0.870528     0.902778 
    0.867121     0.916667 
    0.843271     0.888889 
    0.887564     0.930556 
     0.88075     0.916667 
    0.873935     0.923611 
    0.870528     0.909722 
    0.865417     0.930556 
     0.86201     0.916667 
    0.860307     0.909722 
    0.870528     0.895833 
    0.873935     0.923611 
    0.890971     0.923611 
    0.908007     0.909722 
    0.884157     0.902778 
    0.879046     0.895833 
    0.872232     0.895833 
    0.873935     0.888889 
    0.855196     0.909722 
    0.858603     0.909722 
    0.884157     0.923611 
     0.88586     0.923611 
    0.892675     0.902778 
    0.884157     0.916667 
    0.860307     0.909722 
    0.879046     0.923611 
    0.882453     0.923611 
    0.896082     0.909722 
    0.860307       0.9375 
     0.88586     0.909722 
     0.86201     0.916667 
    0.890971     0.916667 
     0.88075     0.916667 
    0.870528       0.9375 
    0.865417     0.909722 
    0.865417     0.916667 
     0.83816     0.909722 
    0.865417     0.902778 
      0.9046     0.923611 
    0.875639     0.902778 
    0.879046     0.909722 
    0.884157     0.916667 
    0.877342       0.9375 
     0.86201     0.916667 
     0.86201     0.923611 
    0.870528     0.916667 
    0.890971     0.902778 
    0.873935     0.909722 
     0.88586     0.909722 
    0.875639     0.909722 
    0.872232     0.916667 
    0.877342     0.923611 
    0.889267     0.909722 
    0.882453     0.909722 
    0.879046     0.909722 
    0.870528     0.923611 
    0.879046     0.909722 
    0.879046     0.909722 
    0.873935     0.909722 
    0.877342     0.895833 
    0.870528     0.909722 
    0.889267     0.909722 
     0.86201     0.888889 
    0.875639     0.916667 
    0.858603     0.923611 
     0.86201     0.909722 
    0.875639     0.902778 
    0.870528     0.909722 
    0.892675     0.930556 
    0.873935     0.902778 
     0.88075     0.902778 
    0.873935     0.923611 
    0.884157     0.909722 
    0.877342     0.902778 
     0.86201     0.895833 
    0.889267     0.916667 
    0.887564     0.902778 
    0.875639     0.902778 
    0.877342     0.916667 
    0.877342     0.909722 
    0.858603     0.923611 
    0.879046     0.923611 
    0.897785     0.909722 
    0.872232     0.902778 
    0.848382     0.902778 
    0.870528     0.909722 
    0.875639     0.895833 
    0.867121     0.902778 
    0.887564     0.916667 
    0.877342     0.909722 
     0.86201     0.916667 
     0.88586     0.930556 
    0.858603     0.902778 
    0.875639     0.909722 
    0.870528     0.923611 
    0.872232     0.923611 
    0.882453     0.916667 
    0.872232     0.902778 
    0.877342     0.916667 
    0.882453     0.902778 
    0.870528     0.916667 
    0.892675     0.902778 
    0.890971     0.916667 
    0.877342     0.895833 
    0.884157     0.902778 
    0.877342     0.888889 
    0.873935     0.895833 
    0.875639     0.909722 
    0.884157     0.909722 
    0.897785     0.902778 
    0.906303     0.916667 
    0.884157     0.916667 
     0.86201     0.916667 
     0.88586     0.902778 
     0.88075     0.916667 
    0.860307     0.923611 
    0.897785     0.923611 
    0.863714     0.930556 
    0.873935     0.888889 
    0.853492       0.9375 
    0.865417     0.888889 
    0.877342     0.902778 
    0.879046     0.923611 
    0.868825     0.909722 
    0.868825     0.909722 
    0.892675     0.923611 
    0.889267     0.923611 
     0.88075     0.895833 
    0.848382     0.916667 
    0.860307     0.923611 
    0.896082     0.923611 
    0.868825     0.909722 
    0.873935     0.930556 
    0.873935     0.930556 
    0.884157     0.909722 
    0.868825     0.916667 
    0.860307     0.909722 
    0.867121     0.923611 
    0.872232     0.916667 
     0.88075     0.909722 
    0.882453     0.916667 
    0.906303     0.923611 
    0.860307     0.916667 
     0.90971     0.916667 
    0.882453     0.916667 
    0.875639     0.881944 
    0.877342     0.854167 
    0.879046     0.916667 
    0.868825     0.923611 
    0.855196     0.895833 
    0.867121     0.902778 
    0.872232     0.916667 
    0.858603     0.923611 
     0.88586     0.902778 
    0.863714     0.923611 
    0.887564     0.923611 
    0.890971     0.916667 
     0.88075     0.909722 
    0.873935     0.888889 
    0.879046     0.916667 
    0.867121     0.916667 
    0.892675     0.909722 
    0.887564     0.902778 
     0.88075     0.916667 
    0.896082     0.916667 
    0.872232     0.909722 
     0.88586     0.916667 
    0.889267     0.930556 
    0.872232     0.902778 
    0.884157     0.923611 
    0.882453     0.930556 
    0.884157     0.916667 
      0.9046        0.875 
    0.889267     0.923611 
     0.88075     0.916667 
    0.894378     0.902778 
    0.877342     0.916667 
    0.879046     0.916667 
    0.879046     0.916667 
    0.875639     0.923611 
     0.88586     0.895833 
    0.868825     0.923611 
    0.887564     0.916667 
    0.856899     0.902778 
    0.889267     0.923611 
    0.882453     0.923611 
    0.890971     0.902778 
    0.887564     0.916667 
    0.860307     0.916667 
    0.865417     0.923611 
    0.890971     0.923611 
     0.88586     0.944444 
    0.863714     0.909722 
    0.879046     0.916667 
    0.897785     0.916667 
    0.889267     0.902778 
    0.865417     0.930556 
    0.884157     0.930556 
    0.877342     0.916667 
    0.887564     0.881944 
    0.875639        0.875 
    0.882453     0.909722 
    0.875639     0.902778 
    0.865417     0.895833 
    0.868825     0.895833 
     0.88075     0.909722 
    0.884157     0.902778 
    0.897785        0.875 
    0.908007     0.916667 
    0.887564     0.923611 
    0.887564     0.916667 
    0.892675       0.9375 
    0.873935     0.916667 
    0.879046     0.916667 
    0.877342     0.916667 
    0.863714     0.909722 
    0.894378     0.923611 
    0.875639     0.902778 
    0.889267     0.923611 
    0.882453     0.916667 
    0.860307     0.909722 
    0.870528     0.881944 
    0.868825     0.909722 
    0.882453     0.923611 
    0.870528     0.909722 
    0.873935     0.916667 
    0.884157     0.916667 
      0.9046     0.916667 
    0.872232     0.909722 
     0.88586     0.909722 
    0.872232     0.916667 
    0.889267     0.902778 
    0.887564     0.930556 
    0.877342     0.930556 
    0.890971     0.930556 
    0.882453     0.895833 
    0.879046     0.916667 
    0.902896     0.923611 
     0.88586     0.930556 
    0.892675     0.916667 
    0.899489     0.902778 
    0.851789     0.916667 
     0.88075     0.916667 
    0.882453     0.895833 
    0.879046     0.916667 
    0.890971     0.881944 
    0.887564     0.895833 
    0.882453     0.895833 
    0.867121     0.902778 
    0.872232     0.923611 
    0.875639     0.895833 
    0.855196     0.916667 
     0.88075     0.895833 
    0.882453     0.909722 
    0.867121     0.923611 
    0.882453     0.916667 
    0.892675     0.895833 
     0.88586     0.909722 
    0.901193     0.909722 
    0.875639     0.909722 
    0.872232     0.881944 
    0.867121     0.881944 
    0.879046     0.902778 
    0.899489     0.923611 
     0.88075     0.916667 
    0.873935     0.923611 
    0.877342     0.916667 
     0.88586        0.875 
    0.870528     0.909722 
    0.889267     0.916667 
    0.901193     0.909722 
    0.873935     0.902778 
    0.873935     0.902778 
     0.88586     0.916667 
    0.890971     0.902778 
    0.889267     0.902778 
    0.877342     0.895833 
    0.894378     0.902778 
    0.894378     0.888889 
    0.889267     0.909722 
    0.875639     0.868056 
     0.88586     0.909722 
    0.875639     0.909722 
    0.863714     0.895833 
     0.88586     0.923611 
    0.877342     0.881944 
    0.890971     0.895833 
    0.870528     0.895833 
    0.889267     0.909722 
    0.868825     0.909722 
    0.877342     0.916667 
    0.887564     0.916667 
    0.889267     0.923611 
    0.889267     0.923611 
     0.88075     0.916667 
    0.870528     0.923611 
    0.890971     0.930556 
    0.884157       0.9375 
    0.870528     0.909722 
    0.882453     0.881944 
    0.890971     0.909722 
    0.879046     0.909722 
    0.884157     0.909722 
     0.88586     0.944444 
    0.870528     0.902778 
    0.899489     0.916667 
    0.868825     0.909722 
    0.890971     0.916667 
    0.889267     0.923611 
    0.897785     0.916667 
    0.890971     0.923611 
    0.867121     0.902778 
    0.873935     0.916667 
    0.887564     0.909722 
     0.88075     0.916667 
    0.896082       0.9375 
    0.887564     0.909722 
     0.88586     0.930556 
    0.892675     0.916667 
     0.88075     0.902778 
    0.875639        0.875 
    0.877342     0.902778 
    0.877342     0.902778 
    0.879046     0.909722 
    0.896082     0.930556 
    0.868825     0.909722 
    0.879046     0.888889 
    0.899489     0.888889 
    0.879046     0.909722 
    0.860307     0.888889 
    0.892675     0.909722 
    0.892675     0.895833 
    0.889267     0.888889 
    0.882453     0.909722 
    0.889267     0.916667 
    0.867121     0.881944 
    0.901193     0.916667 
     0.86201     0.916667 
    0.892675     0.930556 
    0.873935     0.909722 
    0.868825     0.909722 
     0.88075     0.909722 
    0.872232     0.888889 
    0.889267     0.923611 
    0.882453     0.923611 
    0.868825     0.909722 
    0.889267     0.944444 
    0.901193       0.9375 
    0.863714     0.916667 
    0.879046     0.923611 
    0.892675     0.930556 
    0.892675     0.916667 
    0.889267     0.902778 
    0.882453     0.916667 
    0.875639     0.916667 
    0.879046     0.895833 
    0.873935     0.909722 
    0.879046     0.909722 
    0.875639     0.888889 
    0.882453     0.902778 
    0.882453     0.916667 
     0.88075     0.895833 
    0.872232     0.916667 
     0.88586     0.916667 
    0.889267     0.916667 
    0.889267     0.930556 
    0.889267     0.902778 
     0.88075     0.895833 
    0.877342     0.916667 
    0.892675     0.902778 
    0.889267     0.916667 
     0.88586     0.923611 
    0.889267        0.875 
     0.88586     0.923611 
    0.894378     0.923611 
    0.884157     0.909722 
    0.892675     0.902778 
    0.879046     0.902778 
    0.872232     0.923611 
     0.88586     0.916667 
    0.875639     0.902778 
    0.877342     0.895833 
    0.865417     0.909722 
    0.890971     0.916667 
    0.873935     0.916667 
    0.884157     0.909722 
    0.877342     0.888889 
     0.88075     0.916667 
     0.88075     0.888889 
    0.868825     0.916667 
    0.860307     0.923611 
    0.887564     0.923611 
    0.877342     0.916667 
    0.901193     0.909722 
    0.884157     0.909722 
     0.88075     0.923611 
    0.868825     0.916667 
    0.890971     0.930556 
    0.867121     0.916667 
    0.892675     0.923611 
    0.877342     0.916667 
    0.890971     0.909722 
    0.896082     0.916667 
     0.88075     0.930556 
     0.88586     0.923611 
    0.889267     0.909722 
    0.879046     0.902778 
    0.877342     0.909722 
    0.868825     0.923611 
    0.882453     0.888889 
    0.879046     0.923611 
    0.889267     0.909722 
    0.872232     0.923611 
    0.889267     0.930556 
    0.872232     0.902778 
    0.889267     0.916667 
     0.88075     0.909722 
    0.897785     0.923611 
     0.88586     0.916667 
    0.882453     0.902778 
    0.879046     0.909722 
    0.882453     0.923611 
    0.908007     0.909722 
    0.906303     0.916667 
    0.882453     0.909722 
    0.890971     0.916667 
    0.908007     0.930556 
    0.868825     0.916667 
    0.882453     0.916667 
    0.868825     0.916667 
    0.894378     0.916667 
    0.877342     0.902778 
    0.882453     0.881944 
     0.88586     0.909722 
    0.894378     0.916667 
    0.872232     0.923611 
    0.894378     0.909722 
    0.865417     0.895833 
    0.889267       0.9375 
    0.889267     0.909722 
    0.877342     0.916667 
    0.896082     0.923611 
    0.865417     0.909722 
    0.867121     0.888889 
    0.913118     0.916667 
    0.863714     0.930556 
    0.890971     0.923611 
    0.870528     0.916667 
    0.855196     0.902778 
    0.902896     0.902778 
    0.877342     0.923611 
    0.887564     0.909722 
    0.872232     0.923611 
    0.884157     0.916667 
    0.858603     0.916667 
    0.908007     0.930556 
    0.872232     0.923611 
    0.865417     0.923611 
    0.879046     0.923611 
    0.863714     0.909722 
    0.892675     0.909722 
    0.877342     0.916667 
    0.877342     0.916667 
    0.882453     0.909722 
    0.890971     0.902778 
    0.894378     0.923611 
     0.88586     0.909722 
    0.894378     0.916667 
    0.863714        0.875 
    0.863714     0.923611 
    0.868825     0.916667 
    0.892675     0.909722 
    0.884157     0.923611 
    0.897785     0.923611 
    0.872232     0.909722 
    0.906303     0.909722 
    0.865417     0.930556 
    0.877342     0.916667 
    0.889267     0.916667 
    0.901193     0.923611 
    0.884157     0.909722 
    0.889267     0.930556 
    0.887564     0.923611 
    0.879046     0.930556 
     0.88586     0.916667 
    0.889267       0.9375 
    0.872232     0.902778 
    0.868825     0.909722 
    0.908007     0.923611 
    0.887564     0.923611 
    0.873935     0.923611 
    0.875639     0.930556 
    0.882453       0.9375 
    0.868825       0.9375 
    0.890971     0.895833 
    0.872232     0.909722 
     0.88075     0.916667 
    0.879046     0.916667 
    0.892675     0.930556 
    0.896082     0.944444 
    0.901193     0.923611 
    0.882453     0.902778 
    0.890971     0.923611 
     0.88075     0.923611 
    0.919932     0.930556 
    0.884157     0.923611 
    0.889267       0.9375 
    0.899489     0.895833 
    0.897785     0.923611 
    0.887564     0.916667 
    0.877342     0.930556 
    0.887564     0.916667 
    0.865417     0.888889 
    0.875639     0.923611 
     0.88586     0.916667 
    0.897785     0.916667 
     0.88075     0.944444 
    0.870528     0.930556 
    0.908007     0.916667 
    0.901193     0.930556 
    0.877342     0.902778 
    0.899489     0.923611 
    0.890971     0.902778 
    0.867121     0.881944 
     0.88586     0.916667 
    0.894378       0.9375 
     0.88586     0.951389 
    0.872232       0.9375 
    0.882453     0.930556 
    0.879046       0.9375 
    0.890971     0.916667 
    0.868825     0.930556 
     0.88075     0.916667 
     0.88075     0.923611 
     0.88586     0.916667 
    0.882453     0.895833 
     0.88586     0.909722 
    0.887564     0.902778 
    0.882453     0.930556 
    0.899489     0.916667 
    0.899489     0.916667 
     0.88075     0.930556 
