#      Train        Test 
     3.17777      2.57517 
     3.10336      3.00836 
      3.1082      2.62482 
     3.27311      2.51718 
     2.94679      2.34201 
     3.10699      2.16848 
     3.31577      2.90197 
     3.08043      2.67933 
     3.06009      2.58736 
     3.07991       2.3155 
     2.88606      2.51931 
     3.03689      2.27903 
     3.15491      2.50931 
     3.15067      2.74479 
     3.10917      2.89168 
     3.21953      2.60689 
     3.03969      2.45684 
     3.06113      2.33004 
     3.15277      2.41509 
     2.91242      2.44357 
     3.09076      2.68181 
     3.08355      2.52878 
     3.01371      2.51796 
     3.11449      2.55714 
     3.10387      2.32795 
     2.98778       2.3108 
     3.21024      2.33258 
     3.01855      2.43248 
     3.06962      2.73841 
     3.13606      2.69729 
     3.17079      2.98873 
     3.01679      2.26868 
     3.15637      2.74654 
     3.01625      2.52339 
      3.0572      2.62268 
     3.09347      2.37899 
     2.96277      2.36821 
      3.0359      2.40092 
     3.04657       2.4363 
     3.19557      2.45284 
     3.17889      2.54049 
     3.25478      2.54919 
     3.13884      2.82558 
      3.2648      2.75841 
     2.97398       2.8399 
     3.06948      2.78544 
     3.25802      2.89586 
     3.16936      2.89638 
     3.18881        2.652 
     3.10659      2.42669 
     3.30967      2.86693 
     3.03242      2.75555 
     3.16521      2.41413 
     3.08527      2.85967 
     3.34089      2.30294 
     3.37669      2.82007 
      3.1656      2.44714 
     3.05572      2.80069 
     3.20217      2.91126 
     3.29119      2.90488 
     3.09107      3.05128 
     3.18991      2.83938 
     3.05911       2.6442 
     3.17233      2.60282 
     3.07199      2.49809 
     3.10258       2.5674 
     3.14489       2.6182 
      3.1028      2.42316 
     3.05633      2.82806 
     3.03577      2.64775 
     3.07428      3.30361 
     3.07222      2.35314 
     3.12599      2.93283 
     3.08501      2.82054 
     3.01002      3.07973 
     3.06126      2.66737 
     3.19047       2.6787 
     3.08131      2.53645 
     3.10479       2.7542 
     3.17111      2.70147 
     3.20361      2.50829 
     3.25003      2.64888 
     3.00102      2.75467 
     3.20319      2.66504 
     3.22194      2.62926 
     3.04829       2.7201 
     3.00505      2.75728 
     3.22204      2.65695 
     3.02271       2.4763 
      2.9666      3.02517 
     3.10008      2.37226 
     3.38614      2.97882 
     3.08328      3.01664 
     3.25086      2.71267 
     3.38634      2.35756 
     3.06217      2.52789 
     3.20431       2.6739 
      3.2772      2.49276 
     3.19202      2.57693 
     3.27126      2.72731 
      3.3278      2.88702 
     3.31792      2.81729 
      3.1661      2.93176 
     2.96352      2.52313 
     3.12716      2.61483 
     3.33757       2.5044 
     3.03616      2.68389 
     3.15699      2.61228 
     3.16446      2.99258 
       3.149      2.72609 
     2.96794      3.00213 
      3.0843       2.5456 
     3.19033       3.1963 
     3.16838      2.73833 
      3.0026      2.62799 
     3.07883      2.83558 
     3.15014      2.59992 
     3.01297      2.44148 
     2.95799      2.38693 
      2.9136      2.52689 
     2.98661      2.40193 
     3.19827       2.3011 
     3.15669      2.51176 
     3.10074      2.37466 
      3.0906       2.4428 
     3.11953      2.71527 
     3.09576      2.57768 
     3.10088      2.77515 
     3.13966      2.71442 
     3.16627      2.51676 
     3.10772      2.53085 
     3.06943      3.05598 
     3.10597      2.43846 
      3.3053      2.39697 
     3.14023      2.90961 
      3.2377      2.45951 
     3.16198      2.53598 
     3.22301      2.69319 
     3.14512      2.68539 
     3.06353      2.92015 
     3.09321      2.57355 
     2.95356      2.54668 
       2.961      2.44372 
     3.11491      2.82473 
     3.33508      2.84138 
     2.89606      2.57612 
     3.44399       2.4213 
     2.93631       2.6734 
     3.32317      2.34887 
     2.94754      2.55431 
     3.21176      2.36843 
     2.85892      2.58541 
     3.02617      2.59022 
     3.02191      2.71135 
      3.1004      2.22492 
     3.29582      2.25671 
      3.2512      2.63292 
     3.00235      2.85075 
     2.93186      2.50519 
     3.06364      2.45984 
     3.06789      2.57873 
     3.19302        2.581 
     2.98868      2.58996 
     2.89463      2.38557 
     3.31168      2.52831 
     2.82591       2.5726 
     2.99239      2.74147 
     2.88219      2.55033 
     3.13535      2.59254 
     2.89535       3.0662 
     3.13734      2.58997 
     3.27873      2.56543 
     3.02894      2.64296 
     3.27017      2.38879 
     3.00404      2.63653 
     3.02067      2.47166 
     2.94347       2.3945 
     2.99712      2.65168 
     3.02983      2.58818 
     2.77207       2.7249 
     3.03896      2.55445 
     3.11922      2.46497 
     3.05293      2.67624 
     2.99934      2.33785 
     2.91281      2.49161 
     3.12412      2.67957 
     3.14116      2.49147 
     2.99709      2.47947 
     2.86859      2.99486 
     3.03896      2.61965 
      2.9524      2.47297 
     3.05488      2.24666 
     2.98432       2.5463 
     3.01394      2.66179 
     3.05759       2.2376 
     3.24413      2.56598 
     3.15919      2.35615 
     2.96395      2.48021 
     2.98344      2.64283 
     3.19145      2.69284 
     2.92133       2.3644 
     3.09142      2.80174 
     2.97007      2.95054 
     3.02413      2.53122 
     2.85488      2.66691 
     3.09815      2.55421 
     3.03458      2.50803 
     2.75245      2.45639 
     3.10949      2.49527 
     2.96601      2.42871 
     3.04159       2.7118 
     3.04326      2.84099 
     3.15731      2.45415 
     2.76919      2.35119 
     3.03517      2.51012 
     3.15471      2.34562 
     3.26847      2.52082 
      3.0916      2.35273 
     3.23377      2.52468 
     3.08922      2.57235 
     2.99809      2.45391 
     3.20875      2.57246 
     2.99032      2.31841 
     2.93095      2.64215 
      2.9221      2.33762 
     3.07909       2.4766 
     3.02244      2.32205 
     3.09858      2.28814 
     3.24802      2.37704 
     2.88058      2.49791 
      2.9918      2.20655 
     2.82645      2.40161 
     2.77527      2.53378 
     2.91957      2.61707 
     2.90977      2.33456 
     3.08038      2.72498 
     2.93458      2.85016 
     3.18279      2.37131 
     3.17992      2.34912 
     3.02492      2.33156 
     2.85974      2.31339 
     2.85474      2.45255 
     2.97887       2.2505 
     3.18234      2.40593 
     3.06913      2.26273 
     2.94837      2.29712 
     2.73705      2.32997 
     3.13817      2.15733 
     3.05744      2.33288 
     3.25371      2.41473 
     2.87503      2.49373 
     2.94857      2.34103 
     3.07608      2.62271 
     3.17906      2.42206 
     2.97705      2.25203 
     3.27171       2.1933 
     3.09323      2.77484 
     2.81683      2.37173 
     2.97593      2.66621 
     2.90589      2.38484 
     2.90979      2.45484 
      3.0673      2.15904 
     3.20396      2.85681 
      3.2356      2.51252 
     3.13051      2.64753 
     2.99699      2.79304 
     3.02045      2.34497 
     2.95156      2.29502 
     3.13716      2.37243 
     3.12705      2.44208 
     3.00812      2.40319 
     2.87316      2.44126 
     2.89748      2.35096 
     2.89113      2.57997 
     3.05911      2.11555 
     3.09542      2.63566 
     3.03734       2.4677 
     3.05623      2.65259 
     2.93099      2.53582 
     3.17074      2.67305 
     3.02317       2.6898 
     3.22221      2.94014 
      3.1095      2.65434 
     3.17719      2.48659 
     3.05766      2.68199 
     3.08263      2.68573 
     2.98282      2.46319 
     3.00906      2.48637 
     3.02347      2.39754 
     3.03674      2.77152 
     2.92934      2.53998 
     2.87018      2.45969 
     3.04837      2.36326 
     2.95581      2.49636 
     2.94538      2.32265 
     2.85593      2.75289 
     2.98141      2.54541 
     3.02432      2.82775 
      3.0897      2.37454 
     3.15401      2.43163 
     2.92969      2.38805 
     2.68288        2.602 
     2.97746      2.67994 
     3.25041      2.46699 
     3.03869      2.44146 
     3.04294      2.50331 
     3.04734      2.73274 
     2.94913       2.5529 
     2.93706      2.35107 
     2.96262      2.55215 
     2.95018      2.36222 
     3.11346      2.62924 
     2.98066      2.45419 
     3.07711      2.16072 
     2.91893      2.66981 
     2.91314      2.33025 
     3.01677      2.73624 
     2.95713      2.50938 
     2.97244      2.63836 
     3.19998      2.43446 
      2.8332      2.38483 
      2.8775       2.6568 
      3.0385      2.75421 
     2.96243      2.54659 
     2.97845      3.33714 
     3.05074      3.00627 
     3.02498      2.89252 
     2.93897      2.56443 
      2.8011      2.53045 
     2.67644      2.88661 
     3.01043      2.63519 
     3.01434      2.71138 
     3.02746      2.67409 
     2.90336      2.58498 
     3.02747      2.06758 
     2.64278      2.07737 
     2.98097      2.39713 
     3.10742      2.56444 
     3.08314       2.2166 
     3.10212      2.94466 
     3.02403      2.39646 
      2.9936      2.14198 
     3.05593      2.85392 
     3.13074      2.39482 
     2.88216      2.22209 
     2.85827      2.55228 
     2.89912      2.86058 
     3.16938      2.31701 
     3.00146      2.48945 
     2.84373      2.43384 
     3.10784      2.43199 
     2.86168      2.36491 
     2.97381      2.30626 
     2.85595      2.31096 
     3.06813      2.29988 
      3.1768      2.78529 
     3.02506      2.50982 
     3.06284      2.19475 
     2.98071      2.34299 
     2.99694      2.61298 
     2.82874      2.21319 
     3.04256      2.56324 
     2.84259      2.39829 
     3.01373      2.29908 
     3.02664      2.69298 
     2.84288      2.95234 
     3.01132      2.15271 
     3.02403      2.16625 
     3.24034      2.34416 
     3.01053      2.44449 
     2.98394      2.11104 
     3.08388      2.30819 
     2.95907      2.57771 
     3.01325      2.48181 
     2.96886      2.25735 
     2.85498      2.36513 
     3.05275      2.43151 
     3.01588      2.40684 
     3.00476      2.32801 
     2.88474       2.3224 
     2.82619      2.17649 
     2.92731      2.73434 
     2.94564       2.4914 
     2.85856      2.60019 
     3.00868      2.41448 
     3.00763      2.40325 
     3.01269      2.32955 
     3.00115      2.63882 
      2.9133      2.38317 
      2.9158      2.24745 
     3.04937      2.31586 
     2.80665      2.92209 
     2.84052      2.32823 
     2.93466       3.0949 
     2.88655      2.65923 
     3.07986      2.33548 
     3.07397      2.65964 
           3      2.53167 
     2.87133      2.73216 
     2.95747      2.51962 
     2.97773      2.52418 
     2.91715      2.26496 
     3.10794      2.63474 
     2.90539      2.55971 
     2.95482      2.38194 
     2.72158      2.39108 
     2.93066      2.55108 
     3.18886      2.61434 
     2.99942      2.31556 
     2.82786      2.17388 
     2.92197      2.45612 
     3.03706      2.54541 
      2.9516      2.58117 
      2.7525      2.14219 
     2.89245      2.61687 
     3.05307       2.2724 
     2.82669      2.44739 
     2.92048      2.27951 
      2.8919      2.55635 
     3.02442       2.8911 
     2.86151      2.37631 
     2.95026      2.70692 
     3.15073      2.61694 
     2.90227      2.58411 
     2.91491      2.37598 
     3.02072      2.60694 
     2.80484      3.08139 
     2.75638      2.37797 
      2.9598      2.42471 
     2.83409      2.58307 
     2.89694      2.07837 
     2.73019       2.1428 
      2.8323      2.58281 
     2.87764      2.32964 
     3.07582      2.16838 
     2.86408      2.35658 
     2.99192      2.45246 
     2.80332      2.28964 
     2.88899      2.60902 
      3.0643      2.37933 
     3.16751      2.97154 
     3.10971      2.72368 
     2.83936      2.34977 
     3.02281      2.50473 
     3.03599       2.4975 
     2.86886      2.53446 
     2.77384      2.37879 
     2.99568      2.35542 
     2.93378      2.57233 
      3.0591      2.27071 
     2.90286      2.54136 
      2.9595      2.28258 
     2.99591      2.37805 
     3.03001      2.28981 
     2.96403       2.4972 
     3.08046       2.2301 
     2.81338       2.3541 
     2.98023      2.16101 
     2.79438      2.06005 
     2.77715      2.20067 
     3.15922       2.4667 
     2.84537      2.28792 
     3.04643      2.59288 
     2.96857      2.50904 
     2.88297      2.69379 
     2.86585      2.66468 
     3.03829       2.4384 
     2.95932      2.89263 
     2.97804       2.3197 
     3.09301      2.54225 
     3.19171      2.57183 
     2.93479      2.30183 
     3.01355      2.45129 
     2.95456      2.08153 
     2.94091       2.4487 
     2.88965       2.3522 
     2.98042      2.18019 
     2.87212      2.58555 
      2.9052      2.31736 
     3.08792      3.16176 
     2.97292      2.72558 
     2.98756       2.3854 
     2.79824      2.74429 
     3.00076      2.37515 
     2.80753      2.53576 
     2.95482      2.27418 
     2.87488      3.02135 
     3.16439      2.88002 
     2.92718      2.41201 
     2.90016      2.35615 
     2.96925      2.31721 
     3.08283      2.40247 
     2.88748      2.33171 
     2.88879      2.82147 
     2.89337      2.56561 
     3.03035      2.83177 
     2.87525      2.46262 
     2.87383      2.49652 
     2.91168      2.21588 
     2.85962      2.92334 
     2.96969      2.42344 
     3.02921      2.43535 
     3.14979      2.41537 
     2.76548      2.68826 
     2.93218      2.68912 
     2.86239      2.61815 
     3.09869      2.62528 
     2.80864      2.25999 
     3.08698      2.37902 
     2.87967      2.67114 
     2.81186      2.31955 
     2.86554      2.18748 
     2.81394      2.21322 
     2.93263      2.57682 
     3.10175      2.39234 
     2.89416       2.1476 
     2.96173      2.31112 
     2.91459      2.52948 
     2.86614       2.3178 
     2.84361      2.19189 
     3.00448      2.44629 
     2.87587       2.2764 
     2.87763      2.28252 
     3.01847      2.38093 
     2.73485      2.36665 
     2.89674      2.20627 
     2.93519      2.42422 
     2.84345      2.16633 
     2.91636      2.18943 
     2.94286       2.2345 
     3.09797      2.33506 
     3.05358      2.19441 
     2.84572      2.53745 
     2.91424      2.48746 
     2.92953      2.10969 
     2.77767      2.57211 
      2.8027      2.41549 
     2.74706      2.28077 
     3.03245      2.64141 
     3.01914      2.58993 
     2.98927      2.48166 
     2.94007      2.37431 
     3.01293      2.70455 
      2.7951      2.38711 
     2.95929      2.52763 
     2.98183      2.56843 
     2.89513      2.70368 
     2.90943      2.44983 
     3.08522      2.48635 
     2.82375      2.43968 
      2.9307      2.38614 
     2.94508      3.02632 
     2.89193      2.36813 
     2.95618      2.42132 
     2.92482      2.63048 
     2.77625      2.60793 
     3.21967      2.42697 
     2.79466      2.33989 
     3.04794       2.3844 
     3.01415      2.31739 
     2.86866      2.06539 
     2.96911      2.40964 
      2.8971      2.55728 
      2.9064       2.4165 
     2.95633      2.54729 
     2.92991      2.20971 
     2.82289      1.94989 
     3.13198      2.38707 
     3.00367      2.24227 
      2.9496      2.19725 
      2.9604      2.28989 
     3.02611      2.46004 
     2.91743      2.48643 
     3.00819       2.4476 
     2.94462      2.34393 
     3.04104      2.63857 
     2.83701      2.79435 
     3.15285      2.37838 
     3.01899      2.42634 
     2.87441      2.37191 
     2.85985      2.38541 
      2.8739      2.33834 
     2.77886       2.3706 
     2.81256      2.37098 
     2.86291       2.5247 
     2.89989      2.60432 
     2.93461      2.32158 
      2.8815      2.24214 
     2.85734      2.48711 
     3.10643       2.4632 
     3.00593      2.47992 
     2.87802      2.84124 
     3.00344      2.28897 
     2.96079       2.3431 
     3.04713      2.24675 
     2.83541      2.71671 
      2.8697      2.48449 
     2.91404      2.25623 
      2.8933      2.47881 
     2.91694      2.46224 
     3.01485      2.24483 
     2.94526      2.12804 
     2.86926      2.20662 
     2.98317      2.60184 
      2.9863      2.23797 
     2.80814      2.60677 
     3.01637      2.41507 
     2.92658      2.35384 
     3.13942      2.60706 
     3.14563      2.28703 
     2.98262      2.26162 
     2.99363      2.57467 
     2.80322      2.57008 
     2.94921      2.51925 
     3.09392      2.59645 
     3.07373       2.4887 
     2.80174      2.35625 
     2.97414      2.38033 
     2.74082      2.04277 
     2.86853      2.37823 
     2.75473      2.24849 
     2.83609      2.13968 
     2.91485      2.00082 
     2.87347      2.23742 
     2.74183      2.52094 
     3.04536      2.24485 
     2.95142      2.51112 
     2.99395      2.23823 
      2.8717      2.21811 
     2.89248      2.24864 
      2.9079       2.4259 
     2.91538      2.04025 
     2.88243      2.31021 
     3.00031      2.58273 
     2.97476      2.25804 
      2.9834      2.38926 
     2.76544      2.34808 
     2.85724      2.49587 
     2.97513      2.23893 
     2.88762        2.599 
     2.95045      2.21954 
     2.58909      2.61376 
     2.71315      2.06938 
     2.91609      2.55548 
     2.82108       2.3556 
     2.59711       2.1675 
     2.89329      2.31074 
     2.84908      2.22771 
     3.02488      2.24549 
     2.76955      2.75404 
     3.07111      2.46781 
     2.84961      3.15939 
     2.82711      2.43564 
     2.82078      2.57937 
      2.9553       2.1659 
     2.89433       2.4146 
     3.04024      2.83725 
     2.82144      2.01635 
     2.81191      2.35922 
     2.90796      2.58843 
      2.7723      2.49219 
     3.04762      2.79243 
      3.1952      2.70291 
     2.69568      2.59934 
     2.99741      2.38507 
     2.78812      2.08711 
     3.03334      2.14549 
     3.10392      2.46535 
     2.76093      2.49139 
     2.87038       2.2037 
     2.84897      2.37205 
     3.03725       2.3499 
      2.8961      2.18382 
     2.93901      2.53037 
     2.83491      2.21159 
      3.0852      2.36799 
     2.93633      2.15345 
     2.90775      2.42489 
     3.00886      2.45377 
     2.86541      2.33128 
     2.90422      2.65541 
     3.12978      2.52495 
     2.94957      2.13383 
     2.77668      2.47118 
     2.80263      2.22463 
      2.8279      2.25879 
     2.85691      2.56404 
     3.18641      2.94598 
     3.14884      2.29877 
     2.99962      2.19375 
     2.84189      2.45637 
      3.0561      2.29915 
     2.90881      2.21078 
      3.0209      2.21606 
     2.65314      2.28588 
     2.97388      2.22002 
     3.02159      2.51818 
     2.88957      2.29617 
     2.70608      2.38644 
     2.87695      2.66032 
     2.91097      2.31413 
       2.771      2.42295 
     2.91831      2.32198 
     2.90711      2.27094 
     2.84968      2.27895 
     2.95497       2.5269 
     2.98587      2.39661 
      2.7247      2.41201 
     3.03673      2.51244 
     2.97838      2.46507 
     2.99674       2.2124 
     2.87743      2.13459 
     2.99712      2.24356 
      2.7513      2.42433 
      3.0585      2.62785 
     2.85294      2.35071 
     2.90219      2.23423 
     2.83384       2.2512 
     2.78485      2.21447 
     2.78697      2.20661 
     2.88056       2.4542 
     2.88871      2.29327 
     2.89737      2.42476 
     2.66426      2.22307 
     2.88633      2.41476 
     3.01656      2.28509 
     2.81269      2.55786 
     2.81348      2.24683 
     2.93375      2.41958 
      2.9542      2.25443 
     2.96108      2.43149 
     3.09487      3.07615 
     3.06977      2.46688 
     2.96225      2.56296 
     2.67756      2.20003 
     2.75261       2.0873 
     3.06754      2.16454 
     2.72777       2.2475 
      2.7593      1.88124 
     2.73751      2.31617 
     2.75512      2.24831 
     2.64876      2.59642 
     2.92566      2.49846 
     2.88401      2.44226 
      2.8333      2.14112 
      2.8796      2.13389 
     2.92193      2.21791 
     2.95591      2.27475 
     2.83271      2.01633 
     2.81478      2.42709 
     2.91828      2.43055 
     2.89296      2.25507 
     2.96398       2.1091 
     2.89972      2.31543 
     2.78403      2.12559 
      2.9017      2.25734 
     3.05612      2.36743 
     2.86765      2.32999 
     2.61341      2.41535 
     2.82175      2.26017 
      2.8873      2.19324 
     2.75139      2.41133 
     3.05126      2.27731 
     2.88577      2.04388 
     2.93231      2.06598 
     2.70748      2.33329 
       3.181      2.31332 
     2.83766      2.37838 
     2.86813      2.24731 
     2.85691      2.34706 
     3.00545      2.24654 
     2.79179       2.2163 
     2.93597      2.91635 
     2.77121      2.55369 
     2.59007      2.45393 
     2.75986      2.41285 
     2.80542      2.24751 
     2.96684      2.56823 
     3.05348      2.49062 
     2.87669      2.10909 
     2.84228       2.7423 
     2.93956      2.59258 
     2.87959      2.22653 
     2.85046      2.78091 
     2.81767      2.26982 
     2.96745      2.13695 
     2.76944      2.29848 
     2.81173      2.67499 
     2.75685      2.32303 
     2.89923       2.0771 
     2.81983      2.64308 
     2.81097      2.72204 
     3.12522      2.54209 
     2.86503      2.55966 
     2.85661      2.22279 
     2.81811      2.28895 
     2.79164      2.61466 
     2.88013      2.51611 
     2.82066      2.29171 
     2.96008      2.48011 
     2.93614      2.72054 
     2.94355      2.04724 
      2.8651      2.29494 
     2.76945      2.09113 
     3.19053      2.22214 
     3.01801      2.08788 
     3.05501      2.38156 
     2.75696      2.33999 
     2.86925      2.33847 
     2.92522       2.1548 
     2.79327      2.36339 
     2.69198      2.03575 
     2.61028      2.22359 
     2.97376      2.18231 
     2.74587      2.24026 
     2.95613      2.30616 
     2.99187      2.32511 
     2.79924      2.43271 
     2.91476      2.08538 
      2.9666      2.62509 
     2.74847      2.56555 
      3.0777      2.62962 
     2.66567      2.39915 
     2.84042      2.29921 
     2.94894      2.52314 
     2.79196      2.18306 
     2.81822      2.26587 
     2.80187      2.38854 
     2.92968      2.37152 
     3.07743      2.37955 
     3.07364      2.27938 
     3.05411      2.19313 
     2.78856      2.06223 
     2.95329      2.52191 
     2.79984      2.61274 
     2.81306       2.3721 
     2.95899      2.94204 
     2.91019      2.30991 
     2.82647      2.31484 
     2.82018       2.4083 
     2.91358      2.00909 
      2.6192      2.47131 
     2.89261       2.3655 
     2.87112      2.46005 
     2.84232       2.1694 
     2.75028      2.19759 
     2.79286      2.14106 
     3.18909      2.22576 
      2.9263      2.25789 
     2.88745      2.19919 
     2.86806      2.27877 
     3.16782      2.26363 
     2.87017      2.42642 
     2.66457      2.28543 
     2.97773      2.22152 
     2.87147      2.46259 
     2.89043      2.35942 
     2.78694      2.16455 
     3.08773      2.29917 
     3.00252      2.18952 
     2.75706       2.3314 
     2.84022      2.32535 
     2.76603      2.41525 
     2.70101      2.44233 
     2.86399      2.44602 
     2.71782       2.1192 
      2.5855      2.52891 
     2.81806      2.23483 
     2.72843      2.41226 
     2.83379      2.43181 
     2.79419      2.54096 
     2.95072      2.41051 
     2.90792      2.31578 
     2.94256      2.34758 
     2.81052      2.36957 
     2.88377      2.52737 
     2.87836      2.43053 
     2.79032      2.08686 
     2.76244      2.03454 
     2.80632      2.34613 
     2.83433      2.17318 
     2.91961       2.2541 
     2.92367      2.30344 
     2.84803      2.56295 
     2.72215      2.39092 
      2.9353       2.4973 
     2.92918      2.26355 
     2.81261      2.26598 
     2.67832      2.26475 
      2.8735      2.31422 
     2.81657      2.42995 
     2.94328      2.07933 
     2.89866      2.23303 
     2.84263      2.48693 
     2.89867      2.13885 
      2.8024      2.79191 
     2.91354      2.18495 
     2.95688      2.49558 
      3.0171      2.14007 
     3.05486      2.27575 
     2.73904      2.41908 
     2.78881      2.12018 
     2.77243      2.56333 
     2.72426      2.10021 
     2.82404      2.24347 
     2.73953      2.31823 
     3.01634       2.8722 
     2.69477      2.22618 
     2.82662      2.16478 
     2.71974      2.49553 
     2.61955      2.64192 
     2.80839      2.06502 
     2.80239      2.32083 
     3.09846      2.18997 
      2.9165      2.11588 
     2.82992      2.46912 
      2.8831      2.44071 
     2.78537      2.37221 
     2.70867      2.10437 
     2.80991      2.24109 
     2.84892      2.30382 
      2.8792      2.08878 
     2.83559      2.06629 
     2.84421      2.17235 
     3.15325      2.43674 
     2.83061      2.50504 
      2.6339        2.586 
      2.8722      2.42187 
     3.14081      2.86861 
     2.90762      2.54352 
     2.90214      2.45932 
      2.8941      2.31609 
     2.62028      2.26999 
     2.96027      2.22941 
     3.03492      2.36881 
     2.94536      1.98297 
     2.77299      2.29549 
     2.77917      2.21047 
     2.95784      2.34537 
     2.88241      2.33534 
     2.80593      2.32958 
     2.87051      2.30388 
     2.77567      2.60043 
     2.79414      2.47471 
     2.67163      2.26093 
     2.77859      2.37044 
     2.87756      2.52538 
     2.72237       2.3716 
     2.84028      2.26778 
     2.87556      2.31363 
     2.81971      2.27266 
     3.03449      2.44159 
     2.94776      2.70104 
     2.86963      2.04218 
     2.74479      2.29216 
     2.66383      2.53743 
     2.75556       2.0488 
      2.7825      2.57467 
     2.77634      2.32268 
     3.06264      2.16724 
     3.00909      2.55025 
     2.86676      2.35425 
     2.63094      2.13633 
     2.85253      2.51438 
     2.90374      2.24386 
     2.73199      2.35372 
     2.72343      2.30081 
     2.97289      2.24585 
     2.71572        2.282 
     2.78064      2.56124 
     2.90682      2.74475 
     2.88524      2.48552 
     2.78743      2.51065 
     3.00919      2.50925 
     2.83303      2.59714 
     3.08569      2.63819 
     2.87962      2.56455 
     2.92953      2.51316 
     2.90025      2.57024 
     2.98018      2.54998 
     2.82804      2.68246 
      2.9585      2.37017 
     2.84383      2.87144 
     2.65445      2.37978 
     2.92711      2.23671 
     2.74963      2.57917 
     2.84975      2.18796 
     2.98958      2.12636 
     2.80202      2.17809 
     2.96807      2.24018 
     2.81791      2.37729 
     2.74509      2.39638 
     2.81881      2.36935 
     2.68936      2.26742 
     2.87107      2.34137 
     2.76962      2.34731 
     2.83646      2.34639 
     3.03449      2.72898 
     2.94747      2.26807 
     2.61591      2.36003 
      2.8448      2.37882 
     2.63091      2.33264 
      2.7176      2.55847 
     2.94865      2.57283 
     2.94005      2.33929 
      2.9899      2.43514 
     2.84757      2.75229 
     3.02248      2.62385 
     2.96385      2.26081 
     3.02913      2.41629 
     2.99644      2.36812 
     2.90576       2.3684 
      2.7432      2.43123 
     2.92156      2.03966 
      2.9217      2.48092 
     2.77936      2.25211 
     2.80366      2.23675 
     2.80224      2.37136 
     2.70197      2.60618 
     2.87746      2.59975 
      2.9373      2.33949 
     2.74419      2.25353 
     2.82106      2.37889 
     3.08252      2.48117 
     2.80027      2.10915 
      3.1235      2.28752 
     2.80385      2.32885 
     2.63392      2.40824 
     2.94442      2.24063 
     2.93652      2.32607 
     2.92836      2.39545 
     2.76822      2.15024 
     2.69785      2.56835 
     2.84685      2.51376 
     2.72724      2.19133 
     2.73284      2.34826 
     2.93769      2.17603 
     2.68686      2.32867 
     2.90355      2.34058 
     2.72627      2.26847 
      3.0195      2.32497 
     2.71667      2.32248 
     3.03387      2.51756 
     2.83334      2.92139 
     2.85529       2.2874 
     2.82078      2.43259 
     2.87275       2.3361 
     2.82129      2.11577 
     2.83454      2.58828 
     2.81459       2.6379 
     2.74953       2.3068 
     2.72972      2.24841 
     2.96495      2.25722 
      2.9532      2.30784 
     2.97127      2.65471 
     2.73626      2.36171 
     2.55814      2.19128 
     2.84507      2.38978 
     2.93393      2.28782 
     2.75882      2.41273 
     2.90311      2.47819 
     2.78091      2.33343 
     2.74347      2.35002 
     2.72635      2.26686 
     2.68946      2.03192 
     2.82118      2.22028 
     2.82971      2.25758 
     2.73479      2.24294 
     2.74026      2.45292 
     2.71066      2.14552 
     2.68989      2.37396 
     2.61782      2.23338 
     2.82694      2.42571 
     2.67898      2.27545 
     2.87045      2.40468 
      2.7348      2.23758 
     2.64434       2.2203 
     2.82044      2.11124 
     2.87545      2.30168 
     2.70407      2.40123 
     2.88175      2.33402 
     2.92124      2.11143 
     2.82711      2.26323 
     2.68627      2.12238 
     2.63917      2.16282 
     2.65412      2.26617 
      2.7745      2.37984 
     2.80817      1.99178 
     2.94561      2.15396 
     2.80349      2.43516 
     2.88148      2.22954 
     2.95638      2.33717 
     2.88043      2.11037 
     2.72979      2.24171 
     2.92217      2.18292 
     2.92609      2.43967 
     2.71584      2.29028 
      3.0735      2.47217 
     2.91614      2.34225 
     2.82575      2.39353 
     2.80263      2.26896 
     2.85701      2.21489 
     2.66301      2.09361 
     2.87859      2.31283 
      2.6312      2.36677 
      2.8357      2.32691 
     2.63921      2.44389 
     2.81497      2.26467 
     2.69089      2.14776 
     2.75127      2.50386 
     2.76944      2.18387 
     2.76898      2.33813 
     2.80072      2.22578 
     2.82991      2.28788 
     2.72782      2.06877 
     2.73737       2.2821 
      2.7886      2.20865 
     2.84171      1.96992 
      2.8815      2.40031 
     2.86509      2.09117 
     2.81158      2.20369 
     2.96564      2.10924 
     2.85662      2.32848 
      2.9116      2.07796 
     2.70194      2.39801 
     2.97017      2.33432 
     2.88489      2.46583 
     2.97283      2.36641 
     3.03984      2.33944 
     3.01093      2.47315 
     2.72624      2.05268 
     2.77756      2.17079 
     2.81225       2.4877 
     2.88717       2.2371 
      2.7664      2.21658 
     2.90773       2.2273 
      2.6283      2.29432 
     2.83129      2.33476 
      2.5226      2.26799 
     2.88496      2.27701 
     2.74125      2.30729 
     2.85972      2.45073 
     2.97731      2.76722 
     2.79526      2.69867 
      2.7936       2.3061 
      2.5926      2.53713 
     2.75707      2.69266 
      2.8525      2.57776 
     2.61631      2.36423 
     2.67882      2.26793 
      2.6895      2.28638 
     2.98338      2.24471 
     2.79346      2.34265 
     2.70669      2.43078 
      2.9304      2.21965 
     2.71366      2.52991 
     2.68831      2.33268 
     2.81062      2.31151 
     3.00977      2.58617 
     2.72214      2.21051 
     2.83712      1.90442 
     2.87305      2.38031 
     2.77365       2.2092 
     2.71066      2.36475 
     2.97119       2.3334 
     2.82189      2.49563 
      2.6481      2.14018 
